,0,1,2,3,4,5,6,7,8,9
369,10,23,27,33,21,32,30,36,26,21
387,13,22,19,23,15,17,13,21,22,33
405,29,22,21,23,34,32,24,23,28,30
423,35,25,14,7,0,2,7,11,7,8
441,0,0,2,2,2,8,8,8,20,28
459,14,16,6,11,10,14,8,23,21,29
477,19,7,21,20,25,16,18,20,25,24
495,7,7,6,7,9,6,6,4,6,7
513,7,7,5,7,10,10,3,0,0,11
531,9,13,10,4,0,5,5,5,4,3
549,13,13,15,17,23,20,15,12,9,6
567,0,1,4,6,4,1,6,9,9,6
585,5,1,3,4,1,0,4,10,10,17
603,16,19,7,4,6,16,13,9,6,14
621,2,5,6,8,3,5,17,19,22,10
639,25,25,23,21,21,22,23,26,30,42
657,38,23,21,13,19,14,14,9,21,21
675,14,5,4,11,21,36,35,54,54,59
693,5,5,10,10,10,6,0,0,0,0
711,9,12,11,16,14,20,18,9,6,12
729,8,4,9,18,32,37,34,30,40,39
747,2,0,2,2,2,1,1,4,7,9
765,1,1,7,10,18,25,32,35,24,11
783,22,26,29,37,37,39,38,41,47,52
801,1,5,5,6,7,7,9,3,3,2
819,0,0,6,8,14,16,16,24,20,24
837,0,0,0,0,0,0,0,13,15,21
855,20,21,9,8,18,28,37,21,9,2
873,0,0,0,0,0,0,1,9,15,13
891,4,1,14,24,31,31,31,33,36,51
909,43,34,26,26,36,53,54,59,61,69
927,42,42,49,57,80,93,75,54,28,31
945,7,7,13,7,5,3,4,7,6,6
963,41,39,40,48,47,44,34,40,42,48
981,48,62,72,76,78,70,62,49,47,52
999,27,27,36,56,62,65,62,70,67,67
1017,27,25,34,34,45,55,61,70,76,71
1035,18,16,4,13,29,49,49,57,51,44
1053,51,53,50,51,57,71,64,62,51,52
1071,51,50,40,46,47,50,45,32,21,21
1089,15,12,11,5,6,-1,16,18,24,21
1107,0,1,1,1,0,8,15,26,24,29
1125,13,24,28,27,28,37,37,42,38,49
1143,23,16,19,19,23,18,14,6,21,28
1161,40,42,46,54,59,57,60,64,66,58
1179,19,16,22,29,41,49,61,72,71,72
1197,54,53,51,45,35,21,6,0,5,14
1215,8,7,8,13,13,-1,16,19,30,35
1233,20,23,27,28,35,50,52,39,22,26
1251,17,16,14,12,12,21,23,25,21,28
1269,35,43,54,54,59,68,70,67,55,46
1287,24,27,33,40,43,37,37,32,31,25
1305,29,34,33,36,34,26,23,21,30,25
1323,14,11,19,21,24,14,9,2,6,9
1341,34,33,34,35,41,42,50,55,56,55
1359,17,17,25,32,33,34,31,38,42,46
1377,29,22,19,14,15,16,21,24,32,29
1395,20,16,17,28,33,35,30,24,24,23
1413,26,29,35,31,41,45,52,46,44,40
1431,16,21,29,30,27,36,37,33,24,19
1449,20,16,21,19,29,29,36,32,41,36
1467,9,4,0,0,11,11,19,22,28,31
1485,13,7,2,2,7,13,26,46,60,57
1503,7,10,12,12,10,8,20,38,36,33
1521,11,11,5,-1,-1,-1,-1,-1,-1,1
1539,7,14,8,5,-1,0,7,16,15,9
1557,-1,-1,-1,-1,-1,-1,-1,2,9,9
1575,17,11,9,8,6,0,11,18,25,20
1593,9,33,39,44,34,39,31,16,24,32
1611,1,9,9,14,6,3,0,6,17,34
1629,11,13,9,2,0,0,0,6,10,10
1647,9,7,9,0,0,3,3,3,0,8
1665,4,4,1,0,0,-1,-1,4,7,7
1683,6,0,6,15,16,16,10,11,14,14
1701,4,0,5,6,6,0,5,5,8,2
1719,9,13,13,15,9,15,5,10,15,29
1737,2,0,4,7,14,12,9,6,2,10
1755,11,9,20,12,12,1,3,0,3,11
1773,9,0,0,3,8,11,6,2,2,7
1791,3,8,8,4,0,0,1,4,4,7
1809,26,28,31,28,25,33,36,37,32,37
1827,17,12,10,6,13,17,22,24,20,13
1845,1,10,11,12,2,1,0,0,6,14
1863,4,11,14,14,14,12,18,23,32,39
1881,7,9,12,11,15,23,22,23,11,11
1899,16,12,10,2,3,9,17,13,12,15
1917,0,0,0,2,4,6,4,6,11,18
1935,0,3,3,2,0,0,10,17,23,12
1953,0,0,0,0,8,11,16,7,5,4
1971,9,13,9,6,4,11,10,14,9,11
1989,10,1,9,11,9,1,9,16,16,6
2007,5,4,6,4,4,14,14,16,21,11
2025,21,27,31,28,25,33,39,39,27,35
2043,0,0,0,0,7,29,42,54,57,56
2061,35,35,37,50,42,34,25,22,22,14
2079,13,24,15,16,8,9,9,9,17,29
2097,14,12,3,3,4,6,7,7,5,4
2115,11,21,26,21,20,25,27,29,29,35
2133,11,7,10,16,21,22,23,29,32,29
2151,22,27,19,17,10,24,36,44,30,15
2169,2,2,5,14,41,40,46,34,45,30
2187,20,25,21,10,15,38,43,62,62,56
2205,7,7,7,15,20,30,30,29,27,26
2223,37,31,29,41,50,43,36,41,58,58
2241,53,51,64,30,28,26,30,37,53,67
2259,13,24,25,26,23,30,41,51,48,37
2277,21,14,20,22,20,28,20,23,23,29
2295,0,4,4,7,4,13,12,20,-1,-1
2313,18,25,17,21,22,20,24,28,41,47
2331,9,7,16,10,9,9,15,17,12,9
2349,3,3,8,5,14,17,21,17,14,20
2367,9,13,11,13,6,16,11,23,14,22
2385,11,18,11,11,8,11,16,23,25,17
2403,3,6,6,12,7,18,21,21,34,27
2421,13,9,7,21,21,36,22,22,16,14
2439,10,13,11,8,8,18,22,21,13,21
2457,22,20,26,29,29,32,37,47,48,43
2475,15,8,16,24,25,30,26,41,34,45
2493,16,16,16,15,14,16,15,15,15,13
2511,18,18,18,15,15,18,21,23,27,31
2529,13,18,13,11,20,17,25,21,29,31
2547,18,12,15,13,18,27,30,44,48,65
2565,18,20,22,20,24,12,21,16,22,15
2583,3,3,2,3,12,12,19,21,27,22
2601,12,22,19,14,6,16,11,12,0,6
2619,13,6,11,9,11,1,10,7,20,16
2637,27,19,22,21,33,28,28,34,37,35
2655,6,10,10,6,3,5,2,8,14,21
2673,5,7,4,7,13,13,20,17,22,24
2691,5,10,8,8,3,4,6,9,8,7
2709,12,16,13,7,8,11,11,11,16,11
2727,5,4,4,6,1,9,14,22,17,12
2745,5,5,5,2,1,1,1,1,1,2
2763,5,4,2,4,7,6,11,6,9,6
2781,16,18,13,11,6,15,12,18,11,23
2799,6,1,5,7,15,9,19,16,26,23
2817,11,7,9,14,22,23,22,25,25,33
2835,10,8,12,10,18,11,18,11,20,15
2853,7,3,5,5,5,5,9,12,12,10
2871,6,9,9,8,14,14,13,13,18,15
2889,19,21,16,18,10,10,7,12,7,11
2907,32,28,14,24,27,30,37,37,34,28
2925,8,12,20,18,21,15,23,22,26,22
2943,14,7,6,11,18,27,25,27,20,27
2961,26,14,12,11,15,33,36,50,35,34
2979,18,10,13,22,28,31,34,43,51,44
2997,22,13,16,18,22,27,20,16,11,22
3015,8,3,7,22,34,27,20,18,20,13
3033,9,9,11,9,6,13,23,31,20,23
3051,4,10,9,11,4,4,12,20,25,14
3069,6,7,5,10,15,24,38,32,39,27
3087,34,22,29,20,19,21,14,18,7,14
3105,1,2,2,7,9,10,10,7,8,4
3123,1,3,2,8,15,22,20,20,20,16
3141,11,11,15,19,28,33,40,48,57,50
3159,13,9,12,21,20,18,27,27,25,20
3177,13,10,13,18,25,21,26,27,27,20
3195,17,22,20,25,19,31,38,58,66,73
3213,35,32,29,30,37,47,48,46,48,56
3231,44,33,40,35,39,39,34,34,21,20
3249,35,32,34,33,42,37,38,39,31,30
3267,10,9,9,16,16,18,20,27,27,21
3285,6,4,6,7,12,18,21,22,19,24
3303,25,31,30,24,19,18,13,8,6,11
3321,7,8,3,2,1,8,11,19,13,13
3339,16,25,22,24,27,27,35,26,26,26
3357,24,22,16,26,30,28,24,15,18,13
3375,7,7,9,13,11,21,21,21,23,20
3393,9,11,6,8,6,12,14,19,12,18
3411,7,13,14,11,4,7,6,7,6,3
3429,10,9,18,10,13,11,10,16,15,23
3447,14,3,9,16,24,29,22,19,15,18
3465,22,21,18,18,28,26,31,30,34,36
3483,16,16,16,14,22,23,23,21,17,32
3501,18,12,15,20,26,31,34,40,39,43
3519,37,30,39,25,22,22,27,25,21,21
3537,28,29,30,36,42,43,35,35,38,31
3555,23,19,35,42,55,49,47,44,47,40
3573,38,34,34,36,45,43,44,32,39,40
3591,26,18,28,18,26,33,53,54,49,45
3609,70,70,59,58,55,59,54,60,53,59
3627,37,31,33,33,38,31,23,16,10,13
3645,17,16,12,6,10,19,19,34,38,37
3663,8,17,19,13,6,7,16,23,24,23
3681,24,34,31,25,20,29,42,38,37,40
3699,5,11,19,26,23,22,20,18,20,19
3717,9,9,6,24,37,38,32,35,37,38
3735,36,35,36,33,29,34,32,44,64,94
3753,1,0,1,1,5,7,9,9,5,8
3771,0,0,0,4,12,12,18,18,21,32
3789,0,2,7,12,23,36,44,47,44,39
3807,6,7,12,4,6,1,1,0,6,18
3825,4,9,14,10,17,11,17,8,14,16
3843,4,7,9,12,14,19,13,11,9,6
3861,0,0,0,4,6,6,0,2,14,34
3879,1,13,19,23,14,5,5,11,16,18
3897,-1,-1,-1,-1,-1,-1,18,0,15,19
3915,3,13,31,47,47,31,17,14,18,22
3933,8,2,4,8,14,20,19,23,49,71
3951,0,4,14,25,20,11,5,13,25,26
3969,26,9,4,0,0,3,4,4,4,1
3987,24,15,14,14,21,21,21,22,16,12
4005,14,6,4,13,20,31,32,37,28,32
4023,0,0,0,0,0,0,0,0,0,0
4041,21,29,29,27,21,13,4,7,12,13
4059,5,9,8,2,1,4,7,10,16,15
4077,4,0,0,0,3,14,19,29,29,34
4095,15,15,17,23,24,22,13,-1,-1,7
4113,9,4,6,3,13,22,26,18,22,33
4131,39,17,9,6,12,16,15,16,20,30
4149,1,0,0,1,1,5,4,4,4,7
4167,4,1,1,3,4,4,0,1,12,26
4185,27,29,37,23,17,14,19,25,23,23
4203,26,21,6,17,14,21,14,32,31,47
4221,68,52,42,31,27,35,42,41,29,21
4239,32,24,16,16,21,29,26,21,10,8
4257,21,13,13,21,23,23,20,20,20,12
4275,3,11,13,14,8,3,12,23,29,31
4293,19,23,18,17,24,28,33,26,23,21
4311,0,0,2,2,8,8,10,4,1,1
9,25,20,19,30,41,44,33,37,36,45
27,13,13,11,22,25,34,38,50,53,43
45,15,8,4,9,16,22,23,29,32,36
63,26,33,48,50,49,45,63,63,62,55
81,70,65,66,57,56,64,67,72,64,73
99,35,35,40,45,48,57,57,59,62,59
117,36,28,33,29,42,56,66,78,62,61
135,45,50,43,40,42,41,39,36,35,36
153,20,16,23,16,17,9,7,7,20,20
171,1,7,7,8,4,8,12,19,23,20
189,20,14,7,17,31,44,43,46,36,36
207,37,31,34,32,33,31,21,20,19,24
225,7,5,2,11,8,21,17,23,18,29
243,26,26,23,16,4,6,6,8,10,6
261,13,4,9,15,23,23,18,10,4,13
279,2,17,15,33,25,30,15,20,30,41
297,23,11,2,18,31,36,22,22,16,20
315,11,16,19,9,8,6,32,50,81,90
333,38,21,11,11,40,64,75,62,50,57
351,66,53,55,57,57,51,46,-1,51,47
369,23,27,33,21,32,30,36,26,21,19
387,22,19,23,15,17,13,21,22,33,28
405,22,21,23,34,32,24,23,28,30,32
423,25,14,7,0,2,7,11,7,8,12
441,0,2,2,2,8,8,8,20,28,36
459,16,6,11,10,14,8,23,21,29,29
477,7,21,20,25,16,18,20,25,24,25
495,7,6,7,9,6,6,4,6,7,15
513,7,5,7,10,10,3,0,0,11,12
531,13,10,4,0,5,5,5,4,3,11
549,13,15,17,23,20,15,12,9,6,4
567,1,4,6,4,1,6,9,9,6,14
585,1,3,4,1,0,4,10,10,17,14
603,19,7,4,6,16,13,9,6,14,18
621,5,6,8,3,5,17,19,22,10,19
639,25,23,21,21,22,23,26,30,42,49
657,23,21,13,19,14,14,9,21,21,34
675,5,4,11,21,36,35,54,54,59,47
693,5,10,10,10,6,0,0,0,0,0
711,12,11,16,14,20,18,9,6,12,12
729,4,9,18,32,37,34,30,40,39,35
747,0,2,2,2,1,1,4,7,9,8
765,1,7,10,18,25,32,35,24,11,9
783,26,29,37,37,39,38,41,47,52,56
801,5,5,6,7,7,9,3,3,2,4
819,0,6,8,14,16,16,24,20,24,29
837,0,0,0,0,0,0,13,15,21,15
855,21,9,8,18,28,37,21,9,2,6
873,0,0,0,0,0,1,9,15,13,8
891,1,14,24,31,31,31,33,36,51,70
909,34,26,26,36,53,54,59,61,69,66
927,42,49,57,80,93,75,54,28,31,47
945,7,13,7,5,3,4,7,6,6,3
963,39,40,48,47,44,34,40,42,48,39
981,62,72,76,78,70,62,49,47,52,62
999,27,36,56,62,65,62,70,67,67,62
1017,25,34,34,45,55,61,70,76,71,56
1035,16,4,13,29,49,49,57,51,44,42
1053,53,50,51,57,71,64,62,51,52,47
1071,50,40,46,47,50,45,32,21,21,27
1089,12,11,5,6,-1,16,18,24,21,20
1107,1,1,1,0,8,15,26,24,29,33
1125,24,28,27,28,37,37,42,38,49,54
1143,16,19,19,23,18,14,6,21,28,39
1161,42,46,54,59,57,60,64,66,58,44
1179,16,22,29,41,49,61,72,71,72,62
1197,53,51,45,35,21,6,0,5,14,16
1215,7,8,13,13,-1,16,19,30,35,24
1233,23,27,28,35,50,52,39,22,26,26
1251,16,14,12,12,21,23,25,21,28,17
1269,43,54,54,59,68,70,67,55,46,39
1287,27,33,40,43,37,37,32,31,25,33
1305,34,33,36,34,26,23,21,30,25,31
1323,11,19,21,24,14,9,2,6,9,20
1341,33,34,35,41,42,50,55,56,55,-1
1359,17,25,32,33,34,31,38,42,46,44
1377,22,19,14,15,16,21,24,32,29,30
1395,16,17,28,33,35,30,24,24,23,28
1413,29,35,31,41,45,52,46,44,40,41
1431,21,29,30,27,36,37,33,24,19,19
1449,16,21,19,29,29,36,32,41,36,33
1467,4,0,0,11,11,19,22,28,31,34
1485,7,2,2,7,13,26,46,60,57,51
1503,10,12,12,10,8,20,38,36,33,24
1521,11,5,-1,-1,-1,-1,-1,-1,1,3
1539,14,8,5,-1,0,7,16,15,9,3
1557,-1,-1,-1,-1,-1,-1,2,9,9,15
1575,11,9,8,6,0,11,18,25,20,23
1593,33,39,44,34,39,31,16,24,32,57
1611,9,9,14,6,3,0,6,17,34,35
1629,13,9,2,0,0,0,6,10,10,9
1647,7,9,0,0,3,3,3,0,8,16
1665,4,1,0,0,-1,-1,4,7,7,4
1683,0,6,15,16,16,10,11,14,14,13
1701,0,5,6,6,0,5,5,8,2,2
1719,13,13,15,9,15,5,10,15,29,35
1737,0,4,7,14,12,9,6,2,10,24
1755,9,20,12,12,1,3,0,3,11,11
1773,0,0,3,8,11,6,2,2,7,7
1791,8,8,4,0,0,1,4,4,7,14
1809,28,31,28,25,33,36,37,32,37,37
1827,12,10,6,13,17,22,24,20,13,11
1845,10,11,12,2,1,0,0,6,14,15
1863,11,14,14,14,12,18,23,32,39,37
1881,9,12,11,15,23,22,23,11,11,11
1899,12,10,2,3,9,17,13,12,15,27
1917,0,0,2,4,6,4,6,11,18,19
1935,3,3,2,0,0,10,17,23,12,12
1953,0,0,0,8,11,16,7,5,4,7
1971,13,9,6,4,11,10,14,9,11,10
1989,1,9,11,9,1,9,16,16,6,4
2007,4,6,4,4,14,14,16,21,11,25
2025,27,31,28,25,33,39,39,27,35,45
2043,0,0,0,7,29,42,54,57,56,45
2061,35,37,50,42,34,25,22,22,14,11
2079,24,15,16,8,9,9,9,17,29,33
2097,12,3,3,4,6,7,7,5,4,6
2115,21,26,21,20,25,27,29,29,35,36
2133,7,10,16,21,22,23,29,32,29,28
2151,27,19,17,10,24,36,44,30,15,5
2169,2,5,14,41,40,46,34,45,30,9
2187,25,21,10,15,38,43,62,62,56,39
2205,7,7,15,20,30,30,29,27,26,27
2223,31,29,41,50,43,36,41,58,58,54
2241,51,64,30,28,26,30,37,53,67,63
2259,24,25,26,23,30,41,51,48,37,26
2277,14,20,22,20,28,20,23,23,29,29
2295,4,4,7,4,13,12,20,-1,-1,27
2313,25,17,21,22,20,24,28,41,47,44
2331,7,16,10,9,9,15,17,12,9,14
2349,3,8,5,14,17,21,17,14,20,16
2367,13,11,13,6,16,11,23,14,22,19
2385,18,11,11,8,11,16,23,25,17,11
2403,6,6,12,7,18,21,21,34,27,21
2421,9,7,21,21,36,22,22,16,14,12
2439,13,11,8,8,18,22,21,13,21,26
2457,20,26,29,29,32,37,47,48,43,35
2475,8,16,24,25,30,26,41,34,45,45
2493,16,16,15,14,16,15,15,15,13,15
2511,18,18,15,15,18,21,23,27,31,30
2529,18,13,11,20,17,25,21,29,31,26
2547,12,15,13,18,27,30,44,48,65,50
2565,20,22,20,24,12,21,16,22,15,22
2583,3,2,3,12,12,19,21,27,22,15
2601,22,19,14,6,16,11,12,0,6,11
2619,6,11,9,11,1,10,7,20,16,27
2637,19,22,21,33,28,28,34,37,35,35
2655,10,10,6,3,5,2,8,14,21,22
2673,7,4,7,13,13,20,17,22,24,23
2691,10,8,8,3,4,6,9,8,7,0
2709,16,13,7,8,11,11,11,16,11,7
2727,4,4,6,1,9,14,22,17,12,7
2745,5,5,2,1,1,1,1,1,2,14
2763,4,2,4,7,6,11,6,9,6,13
2781,18,13,11,6,15,12,18,11,23,25
2799,1,5,7,15,9,19,16,26,23,29
2817,7,9,14,22,23,22,25,25,33,34
2835,8,12,10,18,11,18,11,20,15,12
2853,3,5,5,5,5,9,12,12,10,7
2871,9,9,8,14,14,13,13,18,15,7
2889,21,16,18,10,10,7,12,7,11,10
2907,28,14,24,27,30,37,37,34,28,16
2925,12,20,18,21,15,23,22,26,22,27
2943,7,6,11,18,27,25,27,20,27,29
2961,14,12,11,15,33,36,50,35,34,24
2979,10,13,22,28,31,34,43,51,44,39
2997,13,16,18,22,27,20,16,11,22,25
3015,3,7,22,34,27,20,18,20,13,7
3033,9,11,9,6,13,23,31,20,23,21
3051,10,9,11,4,4,12,20,25,14,13
3069,7,5,10,15,24,38,32,39,27,29
3087,22,29,20,19,21,14,18,7,14,10
3105,2,2,7,9,10,10,7,8,4,9
3123,3,2,8,15,22,20,20,20,16,14
3141,11,15,19,28,33,40,48,57,50,35
3159,9,12,21,20,18,27,27,25,20,16
3177,10,13,18,25,21,26,27,27,20,22
3195,22,20,25,19,31,38,58,66,73,72
3213,32,29,30,37,47,48,46,48,56,48
3231,33,40,35,39,39,34,34,21,20,20
3249,32,34,33,42,37,38,39,31,30,17
3267,9,9,16,16,18,20,27,27,21,25
3285,4,6,7,12,18,21,22,19,24,28
3303,31,30,24,19,18,13,8,6,11,11
3321,8,3,2,1,8,11,19,13,13,6
3339,25,22,24,27,27,35,26,26,26,32
3357,22,16,26,30,28,24,15,18,13,11
3375,7,9,13,11,21,21,21,23,20,19
3393,11,6,8,6,12,14,19,12,18,23
3411,13,14,11,4,7,6,7,6,3,4
3429,9,18,10,13,11,10,16,15,23,17
3447,3,9,16,24,29,22,19,15,18,15
3465,21,18,18,28,26,31,30,34,36,35
3483,16,16,14,22,23,23,21,17,32,43
3501,12,15,20,26,31,34,40,39,43,45
3519,30,39,25,22,22,27,25,21,21,31
3537,29,30,36,42,43,35,35,38,31,40
3555,19,35,42,55,49,47,44,47,40,39
3573,34,34,36,45,43,44,32,39,40,44
3591,18,28,18,26,33,53,54,49,45,46
3609,70,59,58,55,59,54,60,53,59,46
3627,31,33,33,38,31,23,16,10,13,15
3645,16,12,6,10,19,19,34,38,37,31
3663,17,19,13,6,7,16,23,24,23,23
3681,34,31,25,20,29,42,38,37,40,50
3699,11,19,26,23,22,20,18,20,19,26
3717,9,6,24,37,38,32,35,37,38,27
3735,35,36,33,29,34,32,44,64,94,88
3753,0,1,1,5,7,9,9,5,8,4
3771,0,0,4,12,12,18,18,21,32,33
3789,2,7,12,23,36,44,47,44,39,32
3807,7,12,4,6,1,1,0,6,18,30
3825,9,14,10,17,11,17,8,14,16,26
3843,7,9,12,14,19,13,11,9,6,3
3861,0,0,4,6,6,0,2,14,34,54
3879,13,19,23,14,5,5,11,16,18,18
3897,-1,-1,-1,-1,-1,18,0,15,19,19
3915,13,31,47,47,31,17,14,18,22,22
3933,2,4,8,14,20,19,23,49,71,69
3951,4,14,25,20,11,5,13,25,26,26
3969,9,4,0,0,3,4,4,4,1,18
3987,15,14,14,21,21,21,22,16,12,4
4005,6,4,13,20,31,32,37,28,32,38
4023,0,0,0,0,0,0,0,0,0,10
4041,29,29,27,21,13,4,7,12,13,11
4059,9,8,2,1,4,7,10,16,15,16
4077,0,0,0,3,14,19,29,29,34,35
4095,15,17,23,24,22,13,-1,-1,7,12
4113,4,6,3,13,22,26,18,22,33,40
4131,17,9,6,12,16,15,16,20,30,24
4149,0,0,1,1,5,4,4,4,7,13
4167,1,1,3,4,4,0,1,12,26,39
4185,29,37,23,17,14,19,25,23,23,19
4203,21,6,17,14,21,14,32,31,47,55
4221,52,42,31,27,35,42,41,29,21,17
4239,24,16,16,21,29,26,21,10,8,16
4257,13,13,21,23,23,20,20,20,12,6
4275,11,13,14,8,3,12,23,29,31,31
4293,23,18,17,24,28,33,26,23,21,21
4311,0,2,2,8,8,10,4,1,1,7
9,20,19,30,41,44,33,37,36,45,42
27,13,11,22,25,34,38,50,53,43,43
45,8,4,9,16,22,23,29,32,36,34
63,33,48,50,49,45,63,63,62,55,56
81,65,66,57,56,64,67,72,64,73,57
99,35,40,45,48,57,57,59,62,59,61
117,28,33,29,42,56,66,78,62,61,47
135,50,43,40,42,41,39,36,35,36,36
153,16,23,16,17,9,7,7,20,20,20
171,7,7,8,4,8,12,19,23,20,18
189,14,7,17,31,44,43,46,36,36,29
207,31,34,32,33,31,21,20,19,24,25
225,5,2,11,8,21,17,23,18,29,38
243,26,23,16,4,6,6,8,10,6,4
261,4,9,15,23,23,18,10,4,13,14
279,17,15,33,25,30,15,20,30,41,38
297,11,2,18,31,36,22,22,16,20,16
315,16,19,9,8,6,32,50,81,90,109
333,21,11,11,40,64,75,62,50,57,66
351,53,55,57,57,51,46,-1,51,47,44
369,27,33,21,32,30,36,26,21,19,19
387,19,23,15,17,13,21,22,33,28,25
405,21,23,34,32,24,23,28,30,32,24
423,14,7,0,2,7,11,7,8,12,15
441,2,2,2,8,8,8,20,28,36,23
459,6,11,10,14,8,23,21,29,29,34
477,21,20,25,16,18,20,25,24,25,27
495,6,7,9,6,6,4,6,7,15,12
513,5,7,10,10,3,0,0,11,12,12
531,10,4,0,5,5,5,4,3,11,7
549,15,17,23,20,15,12,9,6,4,4
567,4,6,4,1,6,9,9,6,14,14
585,3,4,1,0,4,10,10,17,14,19
603,7,4,6,16,13,9,6,14,18,17
621,6,8,3,5,17,19,22,10,19,19
639,23,21,21,22,23,26,30,42,49,52
657,21,13,19,14,14,9,21,21,34,31
675,4,11,21,36,35,54,54,59,47,49
693,10,10,10,6,0,0,0,0,0,0
711,11,16,14,20,18,9,6,12,12,32
729,9,18,32,37,34,30,40,39,35,30
747,2,2,2,1,1,4,7,9,8,5
765,7,10,18,25,32,35,24,11,9,19
783,29,37,37,39,38,41,47,52,56,60
801,5,6,7,7,9,3,3,2,4,5
819,6,8,14,16,16,24,20,24,29,41
837,0,0,0,0,0,13,15,21,15,18
855,9,8,18,28,37,21,9,2,6,11
873,0,0,0,0,1,9,15,13,8,6
891,14,24,31,31,31,33,36,51,70,86
909,26,26,36,53,54,59,61,69,66,66
927,49,57,80,93,75,54,28,31,47,69
945,13,7,5,3,4,7,6,6,3,1
963,40,48,47,44,34,40,42,48,39,37
981,72,76,78,70,62,49,47,52,62,59
999,36,56,62,65,62,70,67,67,62,61
1017,34,34,45,55,61,70,76,71,56,43
1035,4,13,29,49,49,57,51,44,42,48
1053,50,51,57,71,64,62,51,52,47,53
1071,40,46,47,50,45,32,21,21,27,31
1089,11,5,6,-1,16,18,24,21,20,16
1107,1,1,0,8,15,26,24,29,33,38
1125,28,27,28,37,37,42,38,49,54,66
1143,19,19,23,18,14,6,21,28,39,30
1161,46,54,59,57,60,64,66,58,44,35
1179,22,29,41,49,61,72,71,72,62,68
1197,51,45,35,21,6,0,5,14,16,14
1215,8,13,13,-1,16,19,30,35,24,21
1233,27,28,35,50,52,39,22,26,26,44
1251,14,12,12,21,23,25,21,28,17,21
1269,54,54,59,68,70,67,55,46,39,39
1287,33,40,43,37,37,32,31,25,33,36
1305,33,36,34,26,23,21,30,25,31,27
1323,19,21,24,14,9,2,6,9,20,25
1341,34,35,41,42,50,55,56,55,-1,48
1359,25,32,33,34,31,38,42,46,44,38
1377,19,14,15,16,21,24,32,29,30,22
1395,17,28,33,35,30,24,24,23,28,39
1413,35,31,41,45,52,46,44,40,41,42
1431,29,30,27,36,37,33,24,19,19,16
1449,21,19,29,29,36,32,41,36,33,28
1467,0,0,11,11,19,22,28,31,34,36
1485,2,2,7,13,26,46,60,57,51,42
1503,12,12,10,8,20,38,36,33,24,19
1521,5,-1,-1,-1,-1,-1,-1,1,3,3
1539,8,5,-1,0,7,16,15,9,3,14
1557,-1,-1,-1,-1,-1,2,9,9,15,15
1575,9,8,6,0,11,18,25,20,23,23
1593,39,44,34,39,31,16,24,32,57,59
1611,9,14,6,3,0,6,17,34,35,31
1629,9,2,0,0,0,6,10,10,9,7
1647,9,0,0,3,3,3,0,8,16,23
1665,1,0,0,-1,-1,4,7,7,4,5
1683,6,15,16,16,10,11,14,14,13,5
1701,5,6,6,0,5,5,8,2,2,0
1719,13,15,9,15,5,10,15,29,35,38
1737,4,7,14,12,9,6,2,10,24,27
1755,20,12,12,1,3,0,3,11,11,8
1773,0,3,8,11,6,2,2,7,7,4
1791,8,4,0,0,1,4,4,7,14,22
1809,31,28,25,33,36,37,32,37,37,38
1827,10,6,13,17,22,24,20,13,11,13
1845,11,12,2,1,0,0,6,14,15,9
1863,14,14,14,12,18,23,32,39,37,33
1881,12,11,15,23,22,23,11,11,11,11
1899,10,2,3,9,17,13,12,15,27,31
1917,0,2,4,6,4,6,11,18,19,12
1935,3,2,0,0,10,17,23,12,12,12
1953,0,0,8,11,16,7,5,4,7,10
1971,9,6,4,11,10,14,9,11,10,15
1989,9,11,9,1,9,16,16,6,4,5
2007,6,4,4,14,14,16,21,11,25,36
2025,31,28,25,33,39,39,27,35,45,62
2043,0,0,7,29,42,54,57,56,45,25
2061,37,50,42,34,25,22,22,14,11,7
2079,15,16,8,9,9,9,17,29,33,48
2097,3,3,4,6,7,7,5,4,6,6
2115,26,21,20,25,27,29,29,35,36,31
2133,10,16,21,22,23,29,32,29,28,17
2151,19,17,10,24,36,44,30,15,5,13
2169,5,14,41,40,46,34,45,30,9,24
2187,21,10,15,38,43,62,62,56,39,26
2205,7,15,20,30,30,29,27,26,27,27
2223,29,41,50,43,36,41,58,58,54,58
2241,64,30,28,26,30,37,53,67,63,63
2259,25,26,23,30,41,51,48,37,26,32
2277,20,22,20,28,20,23,23,29,29,15
2295,4,7,4,13,12,20,-1,-1,27,22
2313,17,21,22,20,24,28,41,47,44,41
2331,16,10,9,9,15,17,12,9,14,16
2349,8,5,14,17,21,17,14,20,16,22
2367,11,13,6,16,11,23,14,22,19,20
2385,11,11,8,11,16,23,25,17,11,6
2403,6,12,7,18,21,21,34,27,21,15
2421,7,21,21,36,22,22,16,14,12,6
2439,11,8,8,18,22,21,13,21,26,28
2457,26,29,29,32,37,47,48,43,35,28
2475,16,24,25,30,26,41,34,45,45,43
2493,16,15,14,16,15,15,15,13,15,15
2511,18,15,15,18,21,23,27,31,30,27
2529,13,11,20,17,25,21,29,31,26,33
2547,15,13,18,27,30,44,48,65,50,38
2565,22,20,24,12,21,16,22,15,22,16
2583,2,3,12,12,19,21,27,22,15,21
2601,19,14,6,16,11,12,0,6,11,15
2619,11,9,11,1,10,7,20,16,27,30
2637,22,21,33,28,28,34,37,35,35,22
2655,10,6,3,5,2,8,14,21,22,26
2673,4,7,13,13,20,17,22,24,23,16
2691,8,8,3,4,6,9,8,7,0,3
